slug,中文名,英文名,角色,色调,色系,出处,序号,HEX,R,G,B,RGB,L*,C*,h°,白底对比度,平滑序,区分度序,色相序,明度序,色盲等级,色盲安全,深色变体,浅色变体,纸色bg,墨色ink
asuka-vermilion,明日香 · 朱赤,Asuka · Vermilion Red,明日香,朱赤,红,新世纪福音战士,1,#E63B2A,230,59,42,"230,59,42",52.0,80.9,37.6,4.18,1,1,3,4,B,是,#B40009,#FF8168,#FFF2EF,#55231A
asuka-vermilion,明日香 · 朱赤,Asuka · Vermilion Red,明日香,朱赤,红,新世纪福音战士,2,#8D1316,141,19,22,"141,19,22",29.9,58.6,34.0,9.39,2,3,1,6,B,是,#570000,#AF5044,#FFF2EF,#55231A
asuka-vermilion,明日香 · 朱赤,Asuka · Vermilion Red,明日香,朱赤,红,新世纪福音战士,3,#3B4760,59,71,96,"59,71,96",30.1,16.4,277.6,9.31,3,5,5,5,B,是,#18263D,#656D82,#FFF2EF,#55231A
asuka-vermilion,明日香 · 朱赤,Asuka · Vermilion Red,明日香,朱赤,红,新世纪福音战士,4,#BFB6B0,191,182,176,"191,182,176",74.6,4.7,63.1,1.99,4,6,6,1,B,否,#978E88,#EAE3DE,#FFF2EF,#55231A
asuka-vermilion,明日香 · 朱赤,Asuka · Vermilion Red,明日香,朱赤,红,新世纪福音战士,5,#FF9C88,255,156,136,"255,156,136",74.1,43.6,37.0,2.03,5,2,2,2,B,是,#D37461,#FFDBD3,#FFF2EF,#55231A
asuka-vermilion,明日香 · 朱赤,Asuka · Vermilion Red,明日香,朱赤,红,新世纪福音战士,6,#DF9730,223,151,48,"223,151,48",68.0,64.2,73.1,2.44,6,4,4,3,B,否,#B17100,#FFC887,#FFF2EF,#55231A
hutao-plum,胡桃 · 绯梅,Hu Tao · Plum Crimson,胡桃,绯梅,红,原神,1,#C74E4D,199,78,77,"199,78,77",49.7,54.7,28.2,4.54,1,1,2,4,B,是,#9B232B,#E7837D,#FCF3F2,#4D2826
hutao-plum,胡桃 · 绯梅,Hu Tao · Plum Crimson,胡桃,绯梅,红,原神,2,#792C3D,121,44,61,"121,44,61",29.9,35.8,11.4,9.37,2,3,1,6,B,是,#52011D,#9A5A65,#FCF3F2,#4D2826
hutao-plum,胡桃 · 绯梅,Hu Tao · Plum Crimson,胡桃,绯梅,红,原神,3,#49435F,73,67,95,"73,67,95",30.1,18.2,300.7,9.33,3,4,5,5,B,是,#27223C,#706A81,#FCF3F2,#4D2826
hutao-plum,胡桃 · 绯梅,Hu Tao · Plum Crimson,胡桃,绯梅,红,原神,4,#DE9476,222,148,118,"222,148,118",68.0,36.7,48.0,2.44,4,2,3,3,B,是,#B36D50,#FFC5AD,#FCF3F2,#4D2826
hutao-plum,胡桃 · 绯梅,Hu Tao · Plum Crimson,胡桃,绯梅,红,原神,5,#BCB6AF,188,182,175,"188,182,175",74.3,4.4,78.6,2.01,5,6,6,1,B,是,#948E87,#E8E3DD,#FCF3F2,#4D2826
hutao-plum,胡桃 · 绯梅,Hu Tao · Plum Crimson,胡桃,绯梅,红,原神,6,#D5B326,213,179,38,"213,179,38",73.9,69.5,90.8,2.04,6,5,4,2,B,是,#A88C00,#FFE083,#FCF3F2,#4D2826
ponyo-coral,波妞 · 珊瑚,Ponyo · Coral Red,波妞,珊瑚,红,崖上的波妞,1,#ED3124,237,49,36,"237,49,36",52.2,86.9,37.5,4.15,1,1,2,4,A,是,#B50009,#FF826A,#FFF2EF,#572218
ponyo-coral,波妞 · 珊瑚,Ponyo · Coral Red,波妞,珊瑚,红,崖上的波妞,2,#A12044,161,32,68,"161,32,68",36.0,54.6,12.9,7.49,2,3,1,6,A,是,#6D0026,#C05D6E,#FFF2EF,#572218
ponyo-coral,波妞 · 珊瑚,Ponyo · Coral Red,波妞,珊瑚,红,崖上的波妞,3,#FDA083,253,160,131,"253,160,131",74.6,43.2,43.2,1.99,3,2,3,1,A,是,#D1785C,#FFDDD2,#FFF2EF,#572218
ponyo-coral,波妞 · 珊瑚,Ponyo · Coral Red,波妞,珊瑚,红,崖上的波妞,4,#8C867E,140,134,126,"140,134,126",56.2,5.2,81.5,3.6,4,6,6,3,A,是,#666059,#B5B0AA,#FFF2EF,#572218
ponyo-coral,波妞 · 珊瑚,Ponyo · Coral Red,波妞,珊瑚,红,崖上的波妞,5,#92BFCA,146,191,202,"146,191,202",74.6,16.1,220.2,1.99,5,5,4,2,A,是,#6A97A2,#C7EAF3,#FFF2EF,#572218
ponyo-coral,波妞 · 珊瑚,Ponyo · Coral Red,波妞,珊瑚,红,崖上的波妞,6,#2284B1,34,132,177,"34,132,177",51.9,33.6,249.7,4.2,6,4,5,5,A,是,#005D82,#72ACD1,#FFF2EF,#572218
chihiro-vermilion-fern,千寻 · 朱绿,Chihiro · Vermilion & Fern,千寻,朱绿,红,千与千寻,1,#C6402E,198,64,46,"198,64,46",46.8,65.9,37.6,5.03,1,1,1,4,C,是,#990A0B,#E77863,#FDF3F0,#50271F
chihiro-vermilion-fern,千寻 · 朱绿,Chihiro · Vermilion & Fern,千寻,朱绿,红,千与千寻,2,#FD9E81,253,158,129,"253,158,129",74.1,44.1,42.9,2.02,2,2,2,2,C,是,#D1765A,#FFDBD0,#FDF3F0,#50271F
chihiro-vermilion-fern,千寻 · 朱绿,Chihiro · Vermilion & Fern,千寻,朱绿,红,千与千寻,3,#BBB6AD,187,182,173,"187,182,173",74.2,5.2,88.2,2.02,3,6,5,1,C,否,#938E85,#E7E3DB,#FDF3F0,#50271F
chihiro-vermilion-fern,千寻 · 朱绿,Chihiro · Vermilion & Fern,千寻,朱绿,红,千与千寻,4,#7FA054,127,160,84,"127,160,84",61.9,43.4,124.5,2.98,4,4,3,3,C,否,#58792E,#B0C98C,#FDF3F0,#50271F
chihiro-vermilion-fern,千寻 · 朱绿,Chihiro · Vermilion & Fern,千寻,朱绿,红,千与千寻,5,#536950,83,105,80,"83,105,80",42.0,17.7,139.9,5.99,5,3,4,5,C,否,#30452E,#7E907C,#FDF3F0,#50271F
chihiro-vermilion-fern,千寻 · 朱绿,Chihiro · Vermilion & Fern,千寻,朱绿,红,千与千寻,6,#394855,57,72,85,"57,72,85",29.8,10.0,256.0,9.41,6,5,6,6,C,是,#172733,#626E79,#FDF3F0,#50271F
dusk-inkvermilion,夕 · 墨朱,Dusk · Ink & Vermilion,夕,墨朱,红,明日方舟,1,#8E2736,142,39,54,"142,39,54",32.9,46.9,20.3,8.42,1,1,1,6,A,是,#610018,#AF5B60,#FBF3F3,#4A292B
dusk-inkvermilion,夕 · 墨朱,Dusk · Ink & Vermilion,夕,墨朱,红,明日方舟,2,#C46A6A,196,106,106,"196,106,106",55.2,39.1,24.3,3.74,2,2,2,4,A,是,#9A4346,#E69B99,#FBF3F3,#4A292B
dusk-inkvermilion,夕 · 墨朱,Dusk · Ink & Vermilion,夕,墨朱,红,明日方舟,3,#566269,86,98,105,"86,98,105",40.8,6.3,241.9,6.27,3,3,6,5,A,是,#333F45,#808A90,#FBF3F3,#4A292B
dusk-inkvermilion,夕 · 墨朱,Dusk · Ink & Vermilion,夕,墨朱,红,明日方舟,4,#719DA9,113,157,169,"113,157,169",62.1,16.2,223.0,2.96,4,5,4,3,A,是,#4A7682,#A5C7D1,#FBF3F3,#4A292B
dusk-inkvermilion,夕 · 墨朱,Dusk · Ink & Vermilion,夕,墨朱,红,明日方舟,5,#BCB7AD,188,183,173,"188,183,173",74.6,5.7,90.1,2.0,5,6,5,1,A,是,#948F85,#E8E4DB,#FBF3F3,#4A292B
dusk-inkvermilion,夕 · 墨朱,Dusk · Ink & Vermilion,夕,墨朱,红,明日方舟,6,#C9A54A,201,165,74,"201,165,74",69.3,51.0,86.6,2.34,6,4,3,2,A,是,#9E7E20,#F3D18A,#FBF3F3,#4A292B
mitsuha-twilight,三叶 · 暮橙,Mitsuha · Twilight Orange,三叶,暮橙,橙,你的名字,1,#CB5C21,203,92,33,"203,92,33",52.4,66.2,51.8,4.12,1,1,1,4,A,是,#9C3600,#EE8E5F,#FDF3EF,#4C2A18
mitsuha-twilight,三叶 · 暮橙,Mitsuha · Twilight Orange,三叶,暮橙,橙,你的名字,2,#F4A665,244,166,101,"244,166,101",74.5,50.1,63.6,2.0,2,2,2,1,A,是,#C87E3E,#FFDEC5,#FDF3EF,#4C2A18
mitsuha-twilight,三叶 · 暮橙,Mitsuha · Twilight Orange,三叶,暮橙,橙,你的名字,3,#BDB5AD,189,181,173,"189,181,173",74.1,5.3,74.4,2.02,3,6,6,2,A,是,#958D85,#E8E2DB,#FDF3EF,#4C2A18
mitsuha-twilight,三叶 · 暮橙,Mitsuha · Twilight Orange,三叶,暮橙,橙,你的名字,4,#8093D4,128,147,212,"128,147,212",61.8,36.7,285.0,2.98,4,5,3,3,A,是,#576DAC,#B2BEF3,#FDF3EF,#4C2A18
mitsuha-twilight,三叶 · 暮橙,Mitsuha · Twilight Orange,三叶,暮橙,橙,你的名字,5,#474B89,71,75,137,"71,75,137",34.3,38.7,294.5,7.97,5,4,4,6,A,是,#1E2A64,#7473A7,#FDF3EF,#4C2A18
mitsuha-twilight,三叶 · 暮橙,Mitsuha · Twilight Orange,三叶,暮橙,橙,你的名字,6,#C75681,199,86,129,"199,86,129",52.3,49.4,358.2,4.14,6,3,5,5,A,是,#9D2B5C,#E68BAA,#FDF3EF,#4C2A18
naruto-orange-indigo,鸣人 · 橙靛,Naruto · Orange & Indigo,鸣人,橙靛,橙,火影忍者,1,#D16409,209,100,9,"209,100,9",54.8,72.7,57.7,3.79,1,1,1,4,A,是,#9B4400,#F59656,#FDF3EE,#4C2A13
naruto-orange-indigo,鸣人 · 橙靛,Naruto · Orange & Indigo,鸣人,橙靛,橙,火影忍者,2,#DCB300,220,179,0,"220,179,0",74.5,76.8,88.9,2.0,2,4,3,1,A,是,#AD8C00,#FFE198,#FDF3EE,#4C2A13
naruto-orange-indigo,鸣人 · 橙靛,Naruto · Orange & Indigo,鸣人,橙靛,橙,火影忍者,3,#D4A986,212,169,134,"212,169,134",72.3,26.4,65.5,2.14,3,2,2,2,A,是,#AA815F,#FBD7BA,#FDF3EE,#4C2A13
naruto-orange-indigo,鸣人 · 橙靛,Naruto · Orange & Indigo,鸣人,橙靛,橙,火影忍者,4,#7A94C9,122,148,201,"122,148,201",61.2,30.5,278.0,3.04,4,5,4,3,A,是,#516EA1,#ADBFEA,#FDF3EE,#4C2A13
naruto-orange-indigo,鸣人 · 橙靛,Naruto · Orange & Indigo,鸣人,橙靛,橙,火影忍者,5,#324D90,50,77,144,"50,77,144",34.0,42.1,287.3,8.08,5,3,5,5,A,是,#002C67,#6774AC,#FDF3EE,#4C2A13
naruto-orange-indigo,鸣人 · 橙靛,Naruto · Orange & Indigo,鸣人,橙靛,橙,火影忍者,6,#46464C,70,70,76,"70,70,76",29.9,3.8,290.9,9.37,6,6,6,6,A,是,#25252B,#6C6C71,#FDF3EE,#4C2A13
zhongli-amber,钟离 · 琥珀岩金,Zhongli · Amber Geo,钟离,琥珀岩金,橙,原神,1,#B37C00,179,124,0,"179,124,0",56.1,63.4,78.2,3.62,1,1,2,3,A,是,#835900,#DBA857,#FAF4EE,#422F12
zhongli-amber,钟离 · 琥珀岩金,Zhongli · Amber Geo,钟离,琥珀岩金,橙,原神,2,#D3B46A,211,180,106,"211,180,106",74.5,41.7,87.6,2.0,2,2,3,1,A,是,#A88C43,#FDE1A6,#FAF4EE,#422F12
zhongli-amber,钟离 · 琥珀岩金,Zhongli · Amber Geo,钟离,琥珀岩金,橙,原神,3,#BBB6AC,187,182,172,"187,182,172",74.2,5.7,90.1,2.02,3,6,4,2,A,是,#938E84,#E7E3DA,#FAF4EE,#422F12
zhongli-amber,钟离 · 琥珀岩金,Zhongli · Amber Geo,钟离,琥珀岩金,橙,原神,4,#6E7F72,110,127,114,"110,127,114",51.5,10.2,150.9,4.25,4,5,5,4,A,是,#4A5A4D,#9AA89D,#FAF4EE,#422F12
zhongli-amber,钟离 · 琥珀岩金,Zhongli · Amber Geo,钟离,琥珀岩金,橙,原神,5,#4A4644,74,70,68,"74,70,68",30.0,2.2,55.1,9.33,5,4,6,6,A,是,#292523,#706C6B,#FAF4EE,#422F12
zhongli-amber,钟离 · 琥珀岩金,Zhongli · Amber Geo,钟离,琥珀岩金,橙,原神,6,#895829,137,88,41,"137,88,41",41.9,38.1,65.8,6.01,6,3,1,5,A,是,#613504,#AF825C,#FAF4EE,#422F12
nausicaa-sky-gold,娜乌西卡 · 天青金,Nausicaä · Sky & Gold,娜乌西卡,天青金,橙,风之谷,1,#B38708,179,135,8,"179,135,8",58.9,63.1,83.6,3.29,1,1,2,3,A,是,#856200,#DDB25D,#F9F4EE,#3F3011
nausicaa-sky-gold,娜乌西卡 · 天青金,Nausicaä · Sky & Gold,娜乌西卡,天青金,橙,风之谷,2,#BDB7A6,189,183,166,"189,183,166",74.5,9.4,95.1,2.0,2,6,5,1,A,是,#958F7E,#E9E4D6,#F9F4EE,#3F3011
nausicaa-sky-gold,娜乌西卡 · 天青金,Nausicaä · Sky & Gold,娜乌西卡,天青金,橙,风之谷,3,#82BFDD,130,191,221,"130,191,221",74.3,24.3,240.6,2.01,3,3,3,2,A,是,#5797B4,#C1E9FF,#F9F4EE,#3F3011
nausicaa-sky-gold,娜乌西卡 · 天青金,Nausicaä · Sky & Gold,娜乌西卡,天青金,橙,风之谷,4,#3176A0,49,118,160,"49,118,160",47.2,29.9,255.2,4.97,4,2,4,5,A,是,#005176,#729EC0,#F9F4EE,#3F3011
nausicaa-sky-gold,娜乌西卡 · 天青金,Nausicaä · Sky & Gold,娜乌西卡,天青金,橙,风之谷,5,#6A7668,106,118,104,"106,118,104",48.3,9.6,139.9,4.77,5,5,6,4,A,是,#465144,#959F93,#F9F4EE,#3F3011
nausicaa-sky-gold,娜乌西卡 · 天青金,Nausicaä · Sky & Gold,娜乌西卡,天青金,橙,风之谷,6,#7D2D02,125,45,2,"125,45,2",30.0,52.4,51.1,9.34,6,4,1,6,A,是,#461700,#A15B39,#F9F4EE,#3F3011
zenitsu-lightning,我妻善逸 · 雷明黄,Zenitsu · Lightning Yellow,我妻善逸,雷明黄,黄,鬼灭之刃,1,#E8B000,232,176,0,"232,176,0",75.0,78.2,83.9,1.97,1,1,4,1,C,是,#B78A00,#FFE1AE,#FAF4EC,#413006
zenitsu-lightning,我妻善逸 · 雷明黄,Zenitsu · Lightning Yellow,我妻善逸,雷明黄,黄,鬼灭之刃,2,#BEB6A3,190,182,163,"190,182,163",74.2,10.7,92.2,2.02,2,6,6,2,C,是,#968E7C,#E9E3D3,#FAF4EC,#413006
zenitsu-lightning,我妻善逸 · 雷明黄,Zenitsu · Lightning Yellow,我妻善逸,雷明黄,黄,鬼灭之刃,3,#948634,148,134,52,"148,134,52",55.7,45.0,96.4,3.67,3,2,5,3,C,是,#6B6108,#BFB06F,#FAF4EC,#413006
zenitsu-lightning,我妻善逸 · 雷明黄,Zenitsu · Lightning Yellow,我妻善逸,雷明黄,黄,鬼灭之刃,4,#69563A,105,86,58,"105,86,58",37.8,19.6,79.4,7.02,4,5,3,5,C,否,#443419,#8F7E67,#FAF4EC,#413006
zenitsu-lightning,我妻善逸 · 雷明黄,Zenitsu · Lightning Yellow,我妻善逸,雷明黄,黄,鬼灭之刃,5,#A32F1D,163,47,29,"163,47,29",37.7,60.1,39.1,7.04,5,4,1,6,C,是,#750000,#C5654F,#FAF4EC,#413006
zenitsu-lightning,我妻善逸 · 雷明黄,Zenitsu · Lightning Yellow,我妻善逸,雷明黄,黄,鬼灭之刃,6,#E25A00,226,90,0,"226,90,0",55.6,82.1,52.5,3.69,6,3,2,4,C,否,#A73D00,#FF935B,#FAF4EC,#413006
pikachu-lemon,皮卡丘 · 柠黄,Pikachu · Lemon Yellow,皮卡丘,柠黄,黄,宝可梦,1,#DEB100,222,177,0,"222,177,0",74.2,76.8,87.4,2.02,1,1,3,2,B,是,#AE8A00,#FFDF9A,#F9F4EC,#3F3107
pikachu-lemon,皮卡丘 · 柠黄,Pikachu · Lemon Yellow,皮卡丘,柠黄,黄,宝可梦,2,#BCB7A6,188,183,166,"188,183,166",74.4,9.4,97.4,2.01,2,6,5,1,B,是,#948F7E,#E8E3D6,#F9F4EC,#3F3107
pikachu-lemon,皮卡丘 · 柠黄,Pikachu · Lemon Yellow,皮卡丘,柠黄,黄,宝可梦,3,#847700,132,119,0,"132,119,0",49.6,55.5,96.3,4.55,3,2,4,4,B,是,#5C5200,#AFA050,#F9F4EC,#3F3107
pikachu-lemon,皮卡丘 · 柠黄,Pikachu · Lemon Yellow,皮卡丘,柠黄,黄,宝可梦,4,#444845,68,72,69,"68,72,69",30.1,2.6,152.0,9.3,4,5,6,6,B,是,#232724,#6B6E6C,#F9F4EC,#3F3107
pikachu-lemon,皮卡丘 · 柠黄,Pikachu · Lemon Yellow,皮卡丘,柠黄,黄,宝可梦,5,#7D491C,125,73,28,"125,73,28",36.4,39.5,62.5,7.39,5,4,2,5,B,是,#542800,#A2734F,#F9F4EC,#3F3107
pikachu-lemon,皮卡丘 · 柠黄,Pikachu · Lemon Yellow,皮卡丘,柠黄,黄,宝可梦,6,#ED493E,237,73,62,"237,73,62",55.2,75.3,34.5,3.73,6,3,1,3,B,否,#BE0D1B,#FF8F7E,#F9F4EC,#3F3107
zelda-pale-gold,塞尔达 · 淡金,Zelda · Pale Gold,塞尔达,淡金,黄,塞尔达传说,1,#A18001,161,128,1,"161,128,1",55.1,60.3,87.6,3.75,1,1,1,4,A,是,#755C00,#CBAA57,#F8F5EE,#3D3113
zelda-pale-gold,塞尔达 · 淡金,Zelda · Pale Gold,塞尔达,淡金,黄,塞尔达传说,2,#C7B679,199,182,121,"199,182,121",74.2,33.4,94.6,2.02,2,2,2,1,A,是,#9D8E52,#F2E2B1,#F8F5EE,#3D3113
zelda-pale-gold,塞尔达 · 淡金,Zelda · Pale Gold,塞尔达,淡金,黄,塞尔达传说,3,#6B8469,107,132,105,"107,132,105",52.6,18.7,141.3,4.09,3,5,3,5,A,是,#465F45,#98AD96,#F8F5EE,#3D3113
zelda-pale-gold,塞尔达 · 淡金,Zelda · Pale Gold,塞尔达,淡金,黄,塞尔达传说,4,#AEACA7,174,172,167,"174,172,167",70.4,2.8,94.3,2.27,4,6,6,2,A,是,#868580,#DAD8D4,#F8F5EE,#3D3113
zelda-pale-gold,塞尔达 · 淡金,Zelda · Pale Gold,塞尔达,淡金,黄,塞尔达传说,5,#7FA3C4,127,163,196,"127,163,196",65.5,21.3,258.7,2.65,5,4,4,3,A,是,#577C9C,#B3CEE9,#F8F5EE,#3D3113
zelda-pale-gold,塞尔达 · 淡金,Zelda · Pale Gold,塞尔达,淡金,黄,塞尔达传说,6,#2F5C8A,47,92,138,"47,92,138",38.0,30.1,269.9,6.96,6,3,5,6,A,是,#003962,#6783A9,#F8F5EE,#3D3113
nekomata-neon,猫又 · 荧柠黄,Nekomata · Neon Lemon,猫又,荧柠黄,黄,绝区零,1,#CFBD00,207,189,0,"207,189,0",75.9,77.8,96.9,1.92,1,1,2,1,A,是,#A39400,#FEE970,#F8F5EC,#393306
nekomata-neon,猫又 · 荧柠黄,Nekomata · Neon Lemon,猫又,荧柠黄,黄,绝区零,2,#BCB7A9,188,183,169,"188,183,169",74.5,7.8,95.1,2.0,2,6,5,2,A,是,#948F81,#E8E4D8,#F8F5EC,#393306
nekomata-neon,猫又 · 荧柠黄,Nekomata · Neon Lemon,猫又,荧柠黄,黄,绝区零,3,#9C9759,156,151,89,"156,151,89",61.6,34.1,102.6,3.01,3,2,3,3,A,是,#747134,#C7C190,#F8F5EC,#393306
nekomata-neon,猫又 · 荧柠黄,Nekomata · Neon Lemon,猫又,荧柠黄,黄,绝区零,4,#7D6C03,125,108,3,"125,108,3",45.8,51.5,93.5,5.23,4,3,1,5,A,是,#544800,#A7954D,#F8F5EC,#393306
nekomata-neon,猫又 · 荧柠黄,Nekomata · Neon Lemon,猫又,荧柠黄,黄,绝区零,5,#49454B,73,69,75,"73,69,75",29.9,4.2,315.0,9.39,5,5,6,6,A,是,#28242A,#6F6B71,#F8F5EC,#393306
nekomata-neon,猫又 · 荧柠黄,Nekomata · Neon Lemon,猫又,荧柠黄,黄,绝区零,6,#D14C83,209,76,131,"209,76,131",52.2,57.2,357.4,4.14,6,4,4,4,A,是,#A61A5E,#EF86AC,#F8F5EC,#393306
robin-goldfeather,知更鸟 · 金羽,Robin · Gold Feather,知更鸟,金羽,黄,崩坏：星穹铁道,1,#DCB243,220,178,67,"220,178,67",74.5,60.2,86.4,2.0,1,1,2,1,A,是,#B08A12,#FFE0A2,#F9F4EE,#3D3113
robin-goldfeather,知更鸟 · 金羽,Robin · Gold Feather,知更鸟,金羽,黄,崩坏：星穹铁道,2,#7F5E00,127,94,0,"127,94,0",42.0,50.0,83.3,5.99,2,3,1,5,A,是,#543C00,#A78747,#F9F4EE,#3D3113
robin-goldfeather,知更鸟 · 金羽,Robin · Gold Feather,知更鸟,金羽,黄,崩坏：星穹铁道,3,#9A8B5B,154,139,91,"154,139,91",58.1,27.8,93.1,3.38,3,2,3,3,A,是,#726536,#C3B68F,#F9F4EE,#3D3113
robin-goldfeather,知更鸟 · 金羽,Robin · Gold Feather,知更鸟,金羽,黄,崩坏：星穹铁道,4,#BCB7AA,188,183,170,"188,183,170",74.5,7.3,94.2,2.0,4,6,6,2,A,是,#948F82,#E8E4D9,#F9F4EE,#3D3113
robin-goldfeather,知更鸟 · 金羽,Robin · Gold Feather,知更鸟,金羽,黄,崩坏：星穹铁道,5,#B06F85,176,111,133,"176,111,133",54.3,28.8,357.5,3.85,5,5,5,4,A,是,#884960,#D39EAE,#F9F4EE,#3D3113
robin-goldfeather,知更鸟 · 金羽,Robin · Gold Feather,知更鸟,金羽,黄,崩坏：星穹铁道,6,#4A5A8C,74,90,140,"74,90,140",39.0,30.8,285.3,6.7,6,4,4,6,A,是,#223867,#7882AC,#F9F4EE,#3D3113
luigi-grass,路易吉 · 草绿,Luigi · Grass Green,路易吉,草绿,绿,超级马力欧,1,#009530,0,149,48,"0,149,48",53.7,69.3,142.2,3.93,1,1,2,4,A,是,#006B1E,#67BD6C,#F0F7F0,#1A391C
luigi-grass,路易吉 · 草绿,Luigi · Grass Green,路易吉,草绿,绿,超级马力欧,2,#8ACB96,138,203,150,"138,203,150",76.3,37.3,147.5,1.9,2,2,3,1,A,是,#61A26F,#C2F5CA,#F0F7F0,#1A391C
luigi-grass,路易吉 · 草绿,Luigi · Grass Green,路易吉,草绿,绿,超级马力欧,3,#DAB32B,218,179,43,"218,179,43",74.4,68.7,88.8,2.01,3,5,1,2,A,是,#AD8C00,#FFE197,#F0F7F0,#1A391C
luigi-grass,路易吉 · 草绿,Luigi · Grass Green,路易吉,草绿,绿,超级马力欧,4,#8F8C82,143,140,130,"143,140,130",58.2,5.8,97.5,3.36,4,6,6,3,A,是,#69665C,#B9B7AE,#F0F7F0,#1A391C
luigi-grass,路易吉 · 草绿,Luigi · Grass Green,路易吉,草绿,绿,超级马力欧,5,#005B2D,0,91,45,"0,91,45",33.3,40.7,150.6,8.29,5,3,4,6,A,是,#003515,#49815A,#F0F7F0,#1A391C
luigi-grass,路易吉 · 草绿,Luigi · Grass Green,路易吉,草绿,绿,超级马力欧,6,#2B54B0,43,84,176,"43,84,176",37.8,56.5,289.5,7.01,6,4,5,5,A,是,#00337B,#6D7CC8,#F0F7F0,#1A391C
zoro-moss-ink,索隆 · 苔墨,Zoro · Moss & Ink,索隆,苔墨,绿,海贼王,1,#6D8557,109,133,87,"109,133,87",52.6,28.1,128.3,4.08,1,1,3,4,A,是,#486033,#9BAE88,#F4F5F2,#2E3527
zoro-moss-ink,索隆 · 苔墨,Zoro · Moss & Ink,索隆,苔墨,绿,海贼王,2,#9CC574,156,197,116,"156,197,116",75.0,45.6,127.4,1.97,2,2,2,1,A,是,#739C4D,#D0F0AE,#F4F5F2,#2E3527
zoro-moss-ink,索隆 · 苔墨,Zoro · Moss & Ink,索隆,苔墨,绿,海贼王,3,#BAB7AC,186,183,172,"186,183,172",74.4,6.0,98.7,2.01,3,6,5,2,A,是,#928F84,#E6E3DB,#F4F5F2,#2E3527
zoro-moss-ink,索隆 · 苔墨,Zoro · Moss & Ink,索隆,苔墨,绿,海贼王,4,#B28E00,178,142,0,"178,142,0",60.6,65.2,87.7,3.11,4,4,1,3,A,是,#856900,#DDB95D,#F4F5F2,#2E3527
zoro-moss-ink,索隆 · 苔墨,Zoro · Moss & Ink,索隆,苔墨,绿,海贼王,5,#2F5025,47,80,37,"47,80,37",30.6,30.5,135.1,9.15,5,3,4,5,A,是,#0D2E01,#5C7652,#F4F5F2,#2E3527
zoro-moss-ink,索隆 · 苔墨,Zoro · Moss & Ink,索隆,苔墨,绿,海贼王,6,#454747,69,71,71,"69,71,71",30.0,0.9,199.3,9.35,6,5,6,6,A,是,#242626,#6C6D6D,#F4F5F2,#2E3527
tanjiro-ink-ember,灶门炭治郎 · 墨绿炭赤,Tanjiro · Ink Green & Ember,灶门炭治郎,墨绿炭赤,绿,鬼灭之刃,1,#426B47,66,107,71,"66,107,71",41.4,27.6,145.2,6.13,1,1,4,4,B,是,#1D4725,#719274,#F3F6F3,#29362A
tanjiro-ink-ember,灶门炭治郎 · 墨绿炭赤,Tanjiro · Ink Green & Ember,灶门炭治郎,墨绿炭赤,绿,鬼灭之刃,2,#464746,70,71,70,"70,71,70",30.0,0.8,144.4,9.33,2,5,6,6,B,是,#252625,#6C6D6C,#F3F6F3,#29362A
tanjiro-ink-ember,灶门炭治郎 · 墨绿炭赤,Tanjiro · Ink Green & Ember,灶门炭治郎,墨绿炭赤,绿,鬼灭之刃,3,#8B2B1C,139,43,28,"139,43,28",32.5,51.0,38.6,8.54,3,3,1,5,B,否,#5D0400,#AD5D4B,#F3F6F3,#29362A
tanjiro-ink-ember,灶门炭治郎 · 墨绿炭赤,Tanjiro · Ink Green & Ember,灶门炭治郎,墨绿炭赤,绿,鬼灭之刃,4,#D4703F,212,112,63,"212,112,63",58.0,56.6,51.1,3.39,4,4,2,3,B,是,#A84919,#F7A178,#F3F6F3,#29362A
tanjiro-ink-ember,灶门炭治郎 · 墨绿炭赤,Tanjiro · Ink Green & Ember,灶门炭治郎,墨绿炭赤,绿,鬼灭之刃,5,#C0B6A7,192,182,167,"192,182,167",74.5,9.0,83.8,2.0,5,6,5,1,B,否,#988E7F,#EBE3D7,#F3F6F3,#29362A
tanjiro-ink-ember,灶门炭治郎 · 墨绿炭赤,Tanjiro · Ink Green & Ember,灶门炭治郎,墨绿炭赤,绿,鬼灭之刃,6,#7CA377,124,163,119,"124,163,119",63.2,28.9,139.8,2.85,6,2,3,2,B,是,#557C51,#ADCDA9,#F3F6F3,#29362A
totoro-moss-gray,龙猫 · 苔灰,Totoro · Moss Gray,龙猫,苔灰,绿,龙猫,1,#616967,97,105,103,"97,105,103",43.7,3.5,178.9,5.64,1,1,5,5,B,是,#3E4543,#8B9190,#F4F5F5,#313332
totoro-moss-gray,龙猫 · 苔灰,Totoro · Moss Gray,龙猫,苔灰,绿,龙猫,2,#3B4A45,59,74,69,"59,74,69",30.1,7.2,172.0,9.33,2,3,6,6,B,否,#1A2924,#63706C,#F4F5F5,#313332
totoro-moss-gray,龙猫 · 苔灰,Totoro · Moss Gray,龙猫,苔灰,绿,龙猫,3,#8A7550,138,117,80,"138,117,80",50.3,23.6,83.4,4.43,3,4,1,4,B,是,#63512D,#B29F81,#F4F5F5,#313332
totoro-moss-gray,龙猫 · 苔灰,Totoro · Moss Gray,龙猫,苔灰,绿,龙猫,4,#718578,113,133,120,"113,133,120",53.6,11.0,155.3,3.94,4,2,4,3,B,否,#4C6053,#9EAEA3,#F4F5F5,#313332
